
📡央视高清👉放牛娃,#genre#
江苏卫视,https://epg.pw/stream/3e0ed5e0d1ff6197877752ca6c0def4aa65fd6c68bb539384e64836400697d77.m3u8
江苏卫视,https://epg.pw/stream/8803542d7a49d90fc141b3373ac76d8caca473c22cd4e19370f290989600b03f.m3u8
江苏卫视,https://epg.pw/stream/c172390e036014eeb19218accd4b85bf6d7bfa44f2c2c7e4b04c59fdbc7525c3.m3u8


浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225959/index.m3u8
浙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001026/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8
浙江卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,https://epg.pw/stream/18109b1804a4d4c8acd2a83f3256b7495a047d7f5cf918ef92febd030933bfc2.m3u8
浙江卫视,https://epg.pw/stream/52e4843605cfcef08b1f545c6196ae40253869e76a0f398e617fe35a0b8e9576.m3u8
浙江卫视,https://epg.pw/stream/8f19ffa80587df7ce12caae69cfd3dc322e239a02f081eaf7991f5b3d994ae6f.m3u8
浙江卫视,https://epg.pw/stream/c1a4d029c808a7e0bffa4f5faee17ea8e22006d85305be6026578c3ff77f044d.m3u8
浙江卫视,https://epg.pw/stream/cfe6c386aeda1787f606df629248faf407b2351852e3ea6994357836a1643f5c.m3u8


安徽卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,https://epg.pw/stream/74d0819199807044261e4b4f69c2383e5abd84d111ae8ff27aae1138c42ab40e.m3u8


东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225950/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,https://epg.pw/stream/027f5341735605fa1b8315181344118a7a0044cd04625f55db27690f683ace1b.m3u8
东南卫视,https://epg.pw/stream/aba8603324d1cea99c18553c3a7d4da469e94ce7741fb9db7efb6dfaf05b116e.m3u8


江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,https://epg.pw/stream/1d56b395bdb00424c44f8dbff39c9b2606472caa25b9328fb7231f8a97643de7.m3u8
江西卫视,https://epg.pw/stream/846f06141951ddbfefec16e5710d670d9501790cda01e9f49bdac747d4e1ffcd.m3u8
江西卫视,https://epg.pw/stream/afe4ab11a01ffbc70e9bef87438b969593746ecff4959bd466bf974930eec90f.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8


山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,https://epg.pw/stream/4a343c7c4de4157d46c357cae28382364d74d1884942cf09bd212bfce4beeb7b.m3u8
山东卫视,https://epg.pw/stream/6ae72c2ed9e03972d255c19be7f49c4731d8c51bfd1dfc150e73a2d7a132235d.ctv
山东卫视,https://epg.pw/stream/d89dc67caadabc802b130e2040f1ded08f8a4cc50a30ec2878de7569bdad21be.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8
广东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001031/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,https://epg.pw/stream/23718014ee69495ab3ace3cc974c9da1b887a4eef6e698a2afabbbfa8afac0be.m3u8
广东卫视,https://epg.pw/stream/79202aa439fc4fb94a8304f8608737f7cff1626f2b42aa6d5552ecfc2bcacbaf.m3u8
广东卫视,https://epg.pw/stream/d561fd3f552ba43e4c97c95b4fe965789e64a7ba920bb71faabc7079e1eff076.m3u8


深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,https://epg.pw/stream/62b5e70e6dfdecb2c68644af936dd41284658224f75dd8ab5be752691d4bb2e2.m3u8
深圳卫视,https://epg.pw/stream/7d39b3e02dccfbd1ed32ec34964c9c335bfed429cb4f45800afa9f77414d01e3.ctv
深圳卫视,https://epg.pw/stream/a4db962fa3a8c6fc162e00c7e3c223df0abc62955a760509ae37ff8a95876b4e.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225943/index.m3u8


广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://opdf.top:8088/udp/239.81.0.107:4056$南宁电信
广西卫视,http://www.dsmcloud.top:8888/udp/239.81.0.107:4056$玉林电信
广西卫视,http://opdf.top:8088/udp/239.81.0.107:4056


海南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225978/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,https://epg.pw/stream/77c038834bb30008f04aeadd4c44389af9e18e837775e1f124f392a0c15f851c.m3u8
海南卫视,https://epg.pw/stream/89b282bfb140bd9ce71292f8d9aa0578bb65e7c72a80a284f0b066670f56e72c.m3u8


重庆卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225963/index.m3u8
重庆卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,https://epg.pw/stream/c670bd09c70e16f7f37bbf2703a224f91f86bb3358a174044a13ff9c8cb1d4fb.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8


四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,https://epg.pw/stream/023c60079d2b6422d6f0e61b5153ae46b9dbbcbef1272c39d02614badbb56a13.m3u8
四川卫视,https://epg.pw/stream/055343f080ad52a0036df3256adc71d8514fbcef7cbcbb115d1b2f4a186f4671.m3u8
四川卫视,https://epg.pw/stream/d301814e92c73c2b34f4186d2d061842a5d5fd3e49346a81ded15d15da35afd3.m3u8


贵州卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225974/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,https://epg.pw/stream/312ad11b90b9c160ab27f6d44a5fb7b97bcd98c4f1f7c4c3f253320636a2d230.m3u8
贵州卫视,https://epg.pw/stream/33b4ff2cd82c7cb7cdff829cfe6eb3816928537900d6508356eb0d7f6bf4ea95.m3u8
贵州卫视,https://epg.pw/stream/733bedd846960cec819855943d65fb28fd1f5516fc9922c66a14463dd81a73ed.ctv
贵州卫视,https://epg.pw/stream/902bf1b0febec739ab71abb790e136417a9c7686e81cfa97705dfe0ae0afda28.m3u8
贵州卫视,https://epg.pw/stream/d2c8f70016aaf34de5f98ea9bc86e2ea0ba4e8f312f633bc26c05d0e825ccca0.m3u8
贵州卫视,https://epg.pw/stream/e13a733d71909c099105dc02358fb67f3341c94c0e0ac38a79f77b21462e6eda.m3u8
贵州卫视,http://www.akw323.com:9527/udp/238.255.2.1:5999


云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
云南卫视,https://epg.pw/stream/b0c9d738954f837090f9545d6ff5942a58cd00c65770ba2c94ad2db8597d9da9.m3u8
云南卫视,http://220.164.192.48:50085/tsfile/live/0019_1.m3u8


西藏卫视,http://220.182.45.198:20088/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
西藏卫视,https://epg.pw/stream/0520182fdda930a14ef73fa2ed6221ba95c6ae2ddffa8c93f4b08562ea71c777.m3u8
西藏卫视,https://epg.pw/stream/3eaef55a49d4dc5a29746eab41bbbee88f297063b52e33b0e6a5732e673faf20.m3u8
西藏卫视,https://epg.pw/stream/4fbd79c043e577dc4f14ff006fce9d8d80cc734285c4e141636fa2e4a36be6af.ctv
西藏卫视,https://epg.pw/stream/a8e83798e1c1f8ffca8b5c81f9b6cfb6290dedebab63c1355662dbb492ba1c2a.m3u8


陕西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226458/index.m3u8
陕西卫视,https://epg.pw/stream/f329709f6f2f437e06a426ffc1a1aa9c1459f09aa35b76d24c9a104450f10e08.m3u8


甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
甘肃卫视,https://epg.pw/stream/7cc76bed6f2f891b941844bc0fa168c739d41772a8435e20998d4ca4594ebea2.m3u8


青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,https://epg.pw/stream/e0551db6bc9512b248a2da5f2455dee2c1d3164fb9ece82daa77b0c1b7ffb8a4.m3u8
青海卫视,https://epg.pw/stream/fad5348a9b285c835736b9f812f4785acff0120fc543ca59063b87dca13e7229.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8


宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.flv
宁夏卫视,rtmp://hls.ningxiahuangheyun.com/live/nxws1M
宁夏卫视,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxws.m3u8


新疆卫视,https://epg.pw/stream/369d82e2913254f5a712ca6bcb0931176462d5a46be06f9771cdcf93f7f35cdb.m3u8
新疆卫视,https://epg.pw/stream/ff50600dd45b1b1656f2f7535c04f361a6e8c33606e19dbc9b0316bd173f9408.m3u8


黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225985/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001030/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001274/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225802/1.m3u8
黑龙江卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,https://epg.pw/stream/60b1639671bc7225b86050c2f82bb0548932762ca933a2d847cb96ea4ef3b0bf.m3u8
黑龙江卫视,https://epg.pw/stream/8c7de3c9f8926a898927eb0471a843969b67a3257bacc283b8a14b1330bf3f49.m3u8
黑龙江卫视,https://epg.pw/stream/91f980623df2d6f6e2bdc1ade976bc8930d4e6cad8e116fd5f3c6fe91e60345c.m3u8


吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,https://epg.pw/stream/20ec706dec67b36d8bd933921ddc77d953bdbb5db85ceb51b4235469b7fa23b2.ctv
吉林卫视,https://epg.pw/stream/f845c6ed628a3f947bccdcffba4f8384f1d72236bebee05710123de7850c62b7.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225981/index.m3u8


辽宁卫视,http://39.134.18.195:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,https://epg.pw/stream/21ba42e25e1f832430d912489ac2a4370c967f7c9a824da311f3f77bc40e1b1c.m3u8
辽宁卫视,https://epg.pw/stream/bb2a5ce2a93b8b1eb36573d3b59ec54e83fd86b77c9bcd464e532665f5044b33.m3u8
辽宁卫视,https://epg.pw/stream/c64410010e3b3bc92e8258f45615b779cc1932b641ce36e954ae6f74b5d47fab.m3u8

山东卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225952/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225943/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225943/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225943/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225943/index.m3u8
双鸭山,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221226108/index.m3u8
双鸭山,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221226108/index.m3u8
双鸭山,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221226108/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225970/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225972/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225972/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225972/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225972/index.m3u8
怡伴健康,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225571/index.m3u8
怡伴健康,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225571/index.m3u8
怡伴健康,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225571/index.m3u8
怡伴健康,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225571/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225521/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4001]/PLTV/88888888/224/3221225715/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225521/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4005]/PLTV/88888888/224/3221225715/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225521/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4010]/PLTV/88888888/224/3221225715/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225521/index.m3u8
影视剧,http://[2409:8087:1a0b:df::4015]/PLTV/88888888/224/3221225715/index.m3u8

📡综合频道👉IPV6,#genre#
天映经典,http://171.108.239.95:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
无线星河,http://171.108.239.95:8181/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.95:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://171.108.239.95:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://171.108.239.95:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
私人影院,http://171.108.239.95:8181/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
东森电影,http://171.108.239.95:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
龙祥电影,http://171.108.239.95:8181/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
东森洋片,http://171.108.239.95:8181/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
东森超视,http://171.108.239.95:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭,http://171.108.239.95:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作,http://171.108.239.95:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清,http://171.108.239.95:8181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-01,http://171.108.239.95:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-02,http://171.108.239.95:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-03,http://171.108.239.95:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-04,http://171.108.239.95:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-05,http://171.108.239.95:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.108.239.95:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-06,http://171.108.239.95:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-07,http://171.108.239.95:8181/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-08,http://171.108.239.95:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-09,http://171.108.239.95:8181/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://171.108.239.95:8181/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://171.108.239.95:8181/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://171.108.239.95:8181/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://171.108.239.95:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://171.108.239.95:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://171.108.239.95:8181/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://171.108.239.95:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://171.108.239.95:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://171.108.239.95:8181/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://171.108.239.95:8181/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://171.108.239.95:8181/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东湾区,http://171.108.239.95:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.108.239.95:8181/tsfile/live/1121_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://171.108.239.95:8181/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.108.239.95:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://171.108.239.95:8181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.108.239.95:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://171.108.239.95:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://171.108.239.95:8181/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江视,http://171.108.239.95:8181/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://171.108.239.95:8181/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://171.108.239.95:8181/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://171.108.239.95:8181/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://171.108.239.95:8181/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://171.108.239.95:8181/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://171.108.239.95:8181/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.108.239.95:8181/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.108.239.95:8181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.108.239.95:8181/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.108.239.95:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.108.239.95:8181/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://171.108.239.95:8181/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://171.108.239.95:8181/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://171.108.239.95:8181/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://171.108.239.95:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://171.108.239.95:8181/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://171.108.239.95:8181/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://171.108.239.95:8181/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://171.108.239.95:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://171.108.239.95:8181/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.108.239.95:8181/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古视,http://171.108.239.95:8181/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://171.108.239.95:8181/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
中国电影,http://171.108.239.95:8181/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
电影频道,http://171.108.239.95:8181/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
热播剧场,http://171.108.239.95:8181/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
